Date,Rolling_Beta,R_Squared
2023-04-03,1.0109787509729031,0.4640166912983758
2023-04-10,1.0100677696193319,0.4492272153611871
2023-04-17,1.013155701075106,0.44851661049136893
2023-04-24,1.0141710574642289,0.4543370200986925
2023-05-01,1.022471734757629,0.44879144787408404
2023-05-08,1.0173912303383759,0.4504526559635081
2023-05-15,1.0185542791260855,0.45028293381014006
2023-05-22,1.0152667369133566,0.44980893622443313
2023-05-29,1.0125719866275515,0.44709551553756327
2023-06-05,1.0146604468030662,0.44984805986156295
2023-06-12,1.0163720019975617,0.4485126170453786
2023-06-19,1.0238924561848533,0.4494192532183258
2023-06-26,1.0240070179582748,0.4464334663832301
2023-07-03,1.0310562985076275,0.45010751669660887
2023-07-10,1.0342332009431365,0.45214309634377087
2023-07-17,1.0452321073985833,0.4574779918155457
2023-07-24,1.050436334933443,0.45882791575846
2023-07-31,1.037095851365424,0.4315364752601752
2023-08-07,1.0379355315553713,0.4335473879240145
2023-08-14,1.0382496292433585,0.4335802909827685
2023-08-21,1.0425732457588817,0.43709487410006465
2023-08-28,1.0426591741724336,0.4361521401669198
2023-09-04,1.0462570044489723,0.44340131850631714
2023-09-11,1.0531466185367544,0.44166103189747696
2023-09-18,1.0501097814605196,0.44177573801324804
2023-09-25,1.0458140903214603,0.44170257935078283
2023-10-02,1.041110694984167,0.4378575933311508
2023-10-09,1.0422416021502066,0.4386149712722121
2023-10-16,1.041239182660926,0.43703665922583057
2023-10-23,1.057898636022851,0.44373336197882146
2023-10-30,1.0567618918176989,0.4488312528955506
2023-11-06,1.04387850182334,0.45258937757113904
2023-11-13,1.0455917722839645,0.4567295950300259
2023-11-20,1.047637177737184,0.45974687570417666
2023-11-27,1.0421205483922629,0.4549485832104497
2023-12-04,1.0471500362263158,0.45549478076846744
2023-12-11,1.0601770063174798,0.45797376641455967
2023-12-18,1.072328295049343,0.4579265379676136
2023-12-25,1.094416891317475,0.45885121804651663
2024-01-01,1.0908457616080431,0.4592319622131229
2024-01-08,1.0876637295593228,0.4582876246953718
2024-01-15,1.0758477699821363,0.4495350895008594
2024-01-22,1.1081723424788086,0.4558187510672007
2024-01-29,1.11066161207937,0.4569761252829629
2024-02-05,1.1183899008998313,0.4629283543907756
2024-02-12,1.1265855796258977,0.4655885516049078
2024-02-19,1.1203444563980554,0.4633172286747069
2024-02-26,1.1110075853240615,0.45503380980603614
2024-03-04,1.115106741853001,0.45704046946922594
2024-03-11,1.1040162537314044,0.44681146719729176
2024-03-18,1.1064555304439692,0.43636567020485295
2024-03-25,1.1290486939629942,0.45925862917320803
2024-04-01,1.1288538896068159,0.45934641617972627
2024-04-08,1.123741763744683,0.45905031949695624
2024-04-15,1.1406390446293257,0.4666602610412826
2024-04-22,1.1748473319115613,0.5071965388169037
2024-04-29,1.1798275888575422,0.5058278307218556
2024-05-06,1.1783523102792226,0.505019145283901
2024-05-13,1.1922220680193583,0.511835533325561
2024-05-20,1.188326339327245,0.5038536208366122
2024-05-27,1.2269741056610823,0.5071913562505396
2024-06-03,1.2262596262642858,0.506249991255057
2024-06-10,1.241708787359859,0.493838006625175
2024-06-17,1.2004998202768016,0.45886892699728243
2024-06-24,1.253793930595027,0.46241510192009766
2024-07-01,1.270916003929127,0.4675294741327141
2024-07-08,1.2659488011168565,0.4617492520904519
2024-07-15,1.2726245192038523,0.45373804900660586
2024-07-22,1.2376955468590534,0.4401960495406443
2024-07-29,1.2339948604814954,0.4008626292104487
2024-08-05,1.248502930363026,0.4112612537899924
2024-08-12,1.2487013489657386,0.4064360030259742
2024-08-19,1.2285109516727017,0.4031487972317915
2024-08-26,1.2024256656710302,0.38453653902733703
2024-09-02,1.2109939458103716,0.38083466738879285
2024-09-09,1.18731860985787,0.3759467473578127
2024-09-16,1.1376845812456464,0.3503905903363105
2024-09-23,1.2247761242373836,0.38724280727824206
2024-09-30,1.2360368376853952,0.3842178386019525
2024-10-07,1.232153980997321,0.3821417174222898
2024-10-14,1.2274168261864145,0.37850419426367216
2024-10-21,1.2593304466149746,0.37907700609834544
2024-10-28,1.1880705861407248,0.36070262787186974
2024-11-04,1.2008750175657226,0.359164885201493
2024-11-11,1.1129998901808666,0.3192721656943485
2024-11-18,1.116317761941505,0.32393796161235444
2024-11-25,1.1157553739187211,0.3238052935965965
2024-12-02,1.1142796615488706,0.3229012363127709
2024-12-09,1.103642228350189,0.3094080711438908
2024-12-16,1.0872311622625426,0.29862420184555954
2024-12-23,1.1060714948866235,0.3096470034078922
2024-12-30,1.1059437884210734,0.30951048533991626
2025-01-06,1.0936020225054492,0.3094379380140777
2025-01-13,1.1026207919874087,0.3132570207888935
2025-01-20,1.1204177398725619,0.3220155836667223
2025-01-27,1.1095566055947645,0.3146187544984385
2025-02-03,1.080340024393641,0.3120193588162042
2025-02-10,1.0736248023809336,0.3081400995120937
2025-02-17,1.0829146870939008,0.31116890512117185
2025-02-24,1.0848337601041955,0.3071083644785965
2025-03-03,1.0754747154701247,0.30159563271394885
2025-03-10,0.9926396656555262,0.2554509051175498
2025-03-17,1.0122618120786027,0.2721452455784961
2025-03-24,1.0308300177507626,0.28175279286090227
2025-03-31,0.9929511779861797,0.26283063693345393
2025-04-07,0.8589405131983653,0.26033986668647074
2025-04-14,0.8086501284547123,0.24929148284814465
2025-04-21,0.8006343104005834,0.2458694780948467
2025-04-28,0.8334900906494314,0.27509162224110256
2025-05-05,0.8341364129032321,0.27827754612917316
2025-05-12,0.8334696120528251,0.27797313260897283
2025-05-19,0.8175226096202863,0.2794731535580441
2025-05-26,0.8230904356199576,0.28699712846954056
2025-06-02,0.8201713235766576,0.28538975910471254
2025-06-09,0.80925246532428,0.27877237715542535
2025-06-16,0.7997239109390091,0.2741379692464547
2025-06-23,0.7919418087544831,0.2685531116509388
2025-06-30,0.7946024053850648,0.2735591631910022
2025-07-07,0.7935100592405596,0.2730617061388751
2025-07-14,0.7789278135264287,0.2665271709974276
2025-07-21,0.7792933534207082,0.26606856080535296
2025-07-28,0.8087721367934908,0.2898042629101045
2025-08-04,0.7937204135843196,0.28218265860497754
2025-08-11,0.7802968411963301,0.27476794454114495
2025-08-18,0.7717209161189349,0.2686701459682668
2025-08-25,0.7700350558602639,0.2664318632006337
2025-09-01,0.7609802444145912,0.2608088559881003
2025-09-08,0.7432887142843728,0.25686593676960756
2025-09-15,0.7403370062980296,0.25663936068336873
2025-09-22,0.744031178480947,0.2543922780563424
2025-09-29,0.7482886547505986,0.2544606065045869
2025-10-06,0.7486438721101709,0.255088107297338
2025-10-13,0.7527882701360872,0.26062775238569913
2025-10-20,0.7261601301697446,0.2498601881761198
2025-10-27,0.7162097638333355,0.22995131895599935
2025-11-03,0.7131602592531706,0.21677998489645176
2025-11-10,0.7031734030099911,0.2126859697490926
2025-11-17,0.7017996989540817,0.20769615388342225
2025-11-24,0.693083799334473,0.20551399134030243
2025-12-01,0.6845098732195842,0.2067126803630874
2025-12-08,0.6859762438793983,0.20348436634716544
2025-12-15,0.665190622889612,0.19776053422049822
2025-12-22,0.6516054162926888,0.20038762506216057
2025-12-29,0.6496329056727306,0.19996486964324264
2026-01-05,0.6379893970674304,0.1944675926226193
2026-01-12,0.6502814582548708,0.2032698714399906
2026-01-19,0.6456299187539162,0.20068280585372178
2026-01-26,0.6415183994977569,0.1988036256415505
2026-02-02,0.6385895937407717,0.19696606543346473
